date,province,salinity_ppt,salinity_daily,ph
2024-08-27,Soc Trang,1.22,1.22,
2024-08-28,Bac Lieu,0.6,0.6,
2024-08-28,Ben Tre,0.56,0.56,
2024-08-28,Ca Mau,1.5,1.5,
2024-08-28,Kien Giang,0.7,0.7,
2024-08-28,Soc Trang,0.39,0.39,
2024-08-29,Bac Lieu,0.7,0.7,
2024-08-29,Ben Tre,0.82,0.82,
2024-08-29,Ca Mau,1.39,1.39,
2024-08-29,Kien Giang,1.0,1.0,
2024-08-29,Soc Trang,1.14,1.14,
2024-08-30,Bac Lieu,0.9,0.9,
2024-08-30,Ben Tre,1.13,1.13,
2024-08-30,Ca Mau,1.38,1.38,
2024-08-30,Kien Giang,0.85,0.85,
2024-08-30,Soc Trang,0.8,0.8,
2024-08-31,Bac Lieu,1.25,1.25,
2024-08-31,Ben Tre,0.76,0.76,
2024-08-31,Ca Mau,0.88,0.88,
2024-08-31,Kien Giang,0.82,0.82,
2024-08-31,Soc Trang,1.01,1.01,
2024-09-01,Bac Lieu,1.6,1.6,
2024-09-01,Ben Tre,1.05,1.05,
2024-09-01,Ca Mau,1.07,1.07,
2024-09-01,Kien Giang,0.86,0.86,
2024-09-01,Soc Trang,1.1,1.1,
2024-09-02,Bac Lieu,0.67,0.67,
2024-09-02,Ben Tre,0.38,0.38,
2024-09-02,Ca Mau,1.8,1.8,
2024-09-02,Kien Giang,0.82,0.82,
2024-09-02,Soc Trang,0.98,0.98,
2024-09-03,Bac Lieu,1.76,1.76,
2024-09-03,Ben Tre,0.8,0.8,
2024-09-03,Ca Mau,1.1,1.1,
2024-09-03,Kien Giang,1.28,1.28,
2024-09-03,Soc Trang,1.13,1.13,
2024-09-04,Bac Lieu,1.05,1.05,
2024-09-04,Ben Tre,0.99,0.99,
2024-09-04,Ca Mau,1.13,1.13,
2024-09-04,Kien Giang,0.8,0.8,
2024-09-04,Soc Trang,0.9,0.9,
2024-09-05,Bac Lieu,1.21,1.21,
2024-09-05,Ben Tre,0.86,0.86,
2024-09-05,Ca Mau,1.32,1.32,
2024-09-05,Kien Giang,0.96,0.96,
2024-09-05,Soc Trang,0.87,0.87,
2024-09-06,Bac Lieu,1.29,1.29,
2024-09-06,Ben Tre,0.9,0.9,
2024-09-06,Ca Mau,1.65,1.65,
2024-09-06,Kien Giang,1.11,1.11,
2024-09-06,Soc Trang,1.21,1.21,
2024-09-07,Bac Lieu,1.11,1.11,
2024-09-07,Ben Tre,1.04,1.04,
2024-09-07,Ca Mau,1.08,1.08,
2024-09-07,Kien Giang,0.77,0.77,
2024-09-07,Soc Trang,0.72,0.72,
2024-09-08,Bac Lieu,0.96,0.96,
2024-09-08,Ben Tre,1.41,1.41,
2024-09-08,Ca Mau,1.0,1.0,
2024-09-08,Kien Giang,0.74,0.74,
2024-09-08,Soc Trang,1.08,1.08,
2024-09-09,Bac Lieu,0.85,0.85,
2024-09-09,Ben Tre,1.04,1.04,
2024-09-09,Ca Mau,0.87,0.87,
2024-09-09,Kien Giang,0.59,0.59,
2024-09-09,Soc Trang,0.52,0.52,
2024-09-10,Bac Lieu,1.15,1.15,
2024-09-10,Ben Tre,1.0,1.0,
2024-09-10,Ca Mau,1.2,1.2,
2024-09-10,Kien Giang,0.58,0.58,
2024-09-10,Soc Trang,0.97,0.97,
2024-09-11,Bac Lieu,1.36,1.36,
2024-09-11,Ben Tre,0.58,0.58,
2024-09-11,Ca Mau,1.21,1.21,
2024-09-11,Kien Giang,0.76,0.76,
2024-09-11,Soc Trang,1.45,1.45,
2024-09-12,Bac Lieu,1.03,1.03,
2024-09-12,Ben Tre,0.95,0.95,
2024-09-12,Ca Mau,1.27,1.27,
2024-09-12,Kien Giang,1.01,1.01,
2024-09-12,Soc Trang,0.9,0.9,
2024-09-13,Bac Lieu,1.52,1.52,
2024-09-13,Ben Tre,0.92,0.92,
2024-09-13,Ca Mau,0.87,0.87,
2024-09-13,Kien Giang,0.54,0.54,
2024-09-13,Soc Trang,1.01,1.01,
2024-09-14,Bac Lieu,1.0,1.0,
2024-09-14,Ben Tre,1.37,1.37,
2024-09-14,Ca Mau,0.9,0.9,
2024-09-14,Kien Giang,0.91,0.91,
2024-09-14,Soc Trang,1.0,1.0,
2024-09-15,Bac Lieu,1.3,1.3,
2024-09-15,Ben Tre,0.97,0.97,
2024-09-15,Ca Mau,1.14,1.14,
2024-09-15,Kien Giang,0.72,0.72,
2024-09-15,Soc Trang,0.9,0.9,
2024-09-16,Bac Lieu,1.01,1.01,
2024-09-16,Ben Tre,0.84,0.84,
2024-09-16,Ca Mau,0.84,0.84,
2024-09-16,Kien Giang,0.7,0.7,
2024-09-16,Soc Trang,0.67,0.67,
2024-09-17,Bac Lieu,1.2,1.2,
2024-09-17,Ben Tre,1.13,1.13,
2024-09-17,Ca Mau,1.33,1.33,
2024-09-17,Kien Giang,0.28,0.28,
2024-09-17,Soc Trang,0.54,0.54,
2024-09-18,Bac Lieu,0.92,0.92,
2024-09-18,Ben Tre,0.75,0.75,
2024-09-18,Ca Mau,1.17,1.17,
2024-09-18,Kien Giang,0.54,0.54,
2024-09-18,Soc Trang,0.84,0.84,
2024-09-19,Bac Lieu,1.09,1.09,
2024-09-19,Ben Tre,1.19,1.19,
2024-09-19,Ca Mau,0.98,0.98,
2024-09-19,Kien Giang,0.37,0.37,
2024-09-19,Soc Trang,1.1,1.1,
2024-09-20,Bac Lieu,1.04,1.04,
2024-09-20,Ben Tre,0.81,0.81,
2024-09-20,Ca Mau,0.87,0.87,
2024-09-20,Kien Giang,0.9,0.9,
2024-09-20,Soc Trang,0.73,0.73,
2024-09-21,Bac Lieu,1.05,1.05,
2024-09-21,Ben Tre,0.85,0.85,
2024-09-21,Ca Mau,1.24,1.24,
2024-09-21,Kien Giang,0.95,0.95,
2024-09-21,Soc Trang,0.95,0.95,
2024-09-22,Bac Lieu,1.44,1.44,
2024-09-22,Ben Tre,1.33,1.33,
2024-09-22,Ca Mau,1.46,1.46,
2024-09-22,Kien Giang,0.93,0.93,
2024-09-22,Soc Trang,1.01,1.01,
2024-09-23,Bac Lieu,0.92,0.92,
2024-09-23,Ben Tre,0.83,0.83,
2024-09-23,Ca Mau,1.17,1.17,
2024-09-23,Kien Giang,0.74,0.74,
2024-09-23,Soc Trang,0.3,0.3,
2024-09-24,Bac Lieu,1.02,1.02,
2024-09-24,Ben Tre,0.91,0.91,
2024-09-24,Ca Mau,0.96,0.96,
2024-09-24,Kien Giang,0.82,0.82,
2024-09-24,Soc Trang,0.94,0.94,
2024-09-25,Bac Lieu,1.07,1.07,
2024-09-25,Ben Tre,1.25,1.25,
2024-09-25,Ca Mau,1.39,1.39,
2024-09-25,Kien Giang,0.69,0.69,
2024-09-25,Soc Trang,0.8,0.8,
2024-09-26,Bac Lieu,1.28,1.28,
2024-09-26,Ben Tre,1.08,1.08,
2024-09-26,Ca Mau,1.46,1.46,
2024-09-26,Kien Giang,0.94,0.94,
2024-09-26,Soc Trang,1.26,1.26,
2024-09-27,Bac Lieu,1.16,1.16,
2024-09-27,Ben Tre,0.8,0.8,
2024-09-27,Ca Mau,1.24,1.24,
2024-09-27,Kien Giang,0.67,0.67,
2024-09-27,Soc Trang,0.91,0.91,
2024-09-28,Bac Lieu,1.05,1.05,
2024-09-28,Ben Tre,0.31,0.31,
2024-09-28,Ca Mau,1.44,1.44,
2024-09-28,Kien Giang,0.54,0.54,
2024-09-28,Soc Trang,0.88,0.88,
2024-09-29,Bac Lieu,0.72,0.72,
2024-09-29,Ben Tre,0.95,0.95,
2024-09-29,Ca Mau,0.79,0.79,
2024-09-29,Kien Giang,0.59,0.59,
2024-09-29,Soc Trang,0.76,0.76,
2024-09-30,Bac Lieu,1.04,1.04,
2024-09-30,Ben Tre,1.09,1.09,
2024-09-30,Ca Mau,0.73,0.73,
2024-09-30,Kien Giang,0.82,0.82,
2024-09-30,Soc Trang,0.74,0.74,
2024-10-01,Bac Lieu,0.79,0.79,
2024-10-01,Ben Tre,0.64,0.64,
2024-10-01,Ca Mau,1.51,1.51,
2024-10-01,Kien Giang,0.83,0.83,
2024-10-01,Soc Trang,0.65,0.65,
2024-10-02,Bac Lieu,1.21,1.21,
2024-10-02,Ben Tre,0.92,0.92,
2024-10-02,Ca Mau,1.1,1.1,
2024-10-02,Kien Giang,0.75,0.75,
2024-10-02,Soc Trang,0.87,0.87,
2024-10-03,Bac Lieu,1.58,1.58,
2024-10-03,Ben Tre,0.84,0.84,
2024-10-03,Ca Mau,0.67,0.67,
2024-10-03,Kien Giang,1.07,1.07,
2024-10-03,Soc Trang,1.13,1.13,
2024-10-04,Bac Lieu,1.05,1.05,
2024-10-04,Ben Tre,0.84,0.84,
2024-10-04,Ca Mau,1.17,1.17,
2024-10-04,Kien Giang,1.21,1.21,
2024-10-04,Soc Trang,0.65,0.65,
2024-10-05,Bac Lieu,1.32,1.32,
2024-10-05,Ben Tre,1.13,1.13,
2024-10-05,Ca Mau,1.23,1.23,
2024-10-05,Kien Giang,0.82,0.82,
2024-10-05,Soc Trang,1.02,1.02,
2024-10-06,Bac Lieu,1.23,1.23,
2024-10-06,Ben Tre,0.91,0.91,
2024-10-06,Ca Mau,1.24,1.24,
2024-10-06,Kien Giang,0.67,0.67,
2024-10-06,Soc Trang,1.0,1.0,
2024-10-07,Bac Lieu,1.28,1.28,
2024-10-07,Ben Tre,1.4,1.4,
2024-10-07,Ca Mau,1.42,1.42,
2024-10-07,Kien Giang,0.89,0.89,
2024-10-07,Soc Trang,0.88,0.88,
2024-10-08,Bac Lieu,1.06,1.06,
2024-10-08,Ben Tre,0.61,0.61,
2024-10-08,Ca Mau,1.07,1.07,
2024-10-08,Kien Giang,1.16,1.16,
2024-10-08,Soc Trang,0.76,0.76,
2024-10-09,Bac Lieu,1.22,1.22,
2024-10-09,Ben Tre,0.82,0.82,
2024-10-09,Ca Mau,1.0,1.0,
2024-10-09,Kien Giang,0.92,0.92,
2024-10-09,Soc Trang,1.49,1.49,
2024-10-10,Bac Lieu,1.24,1.24,
2024-10-10,Ben Tre,0.84,0.84,
2024-10-10,Ca Mau,1.09,1.09,
2024-10-10,Kien Giang,1.11,1.11,
2024-10-10,Soc Trang,1.19,1.19,
2024-10-11,Bac Lieu,1.03,1.03,
2024-10-11,Ben Tre,0.51,0.51,
2024-10-11,Ca Mau,1.13,1.13,
2024-10-11,Kien Giang,0.91,0.91,
2024-10-11,Soc Trang,0.82,0.82,
2024-10-12,Bac Lieu,0.64,0.64,
2024-10-12,Ben Tre,0.68,0.68,
2024-10-12,Ca Mau,1.01,1.01,
2024-10-12,Kien Giang,0.93,0.93,
2024-10-12,Soc Trang,1.02,1.02,
2024-10-13,Bac Lieu,1.42,1.42,
2024-10-13,Ben Tre,1.05,1.05,
2024-10-13,Ca Mau,1.06,1.06,
2024-10-13,Kien Giang,1.43,1.43,
2024-10-13,Soc Trang,1.14,1.14,
2024-10-14,Bac Lieu,0.81,0.81,
2024-10-14,Ben Tre,0.81,0.81,
2024-10-14,Ca Mau,1.11,1.11,
2024-10-14,Kien Giang,0.78,0.78,
2024-10-14,Soc Trang,1.09,1.09,
2024-10-15,Bac Lieu,0.98,0.98,
2024-10-15,Ben Tre,0.99,0.99,
2024-10-15,Ca Mau,1.23,1.23,
2024-10-15,Kien Giang,1.03,1.03,
2024-10-15,Soc Trang,1.06,1.06,
2024-10-16,Bac Lieu,1.38,1.38,
2024-10-16,Ben Tre,0.73,0.73,
2024-10-16,Ca Mau,0.94,0.94,
2024-10-16,Kien Giang,1.4,1.4,
2024-10-16,Soc Trang,0.42,0.42,
2024-10-17,Bac Lieu,1.27,1.27,
2024-10-17,Ben Tre,1.06,1.06,
2024-10-17,Ca Mau,0.94,0.94,
2024-10-17,Kien Giang,1.09,1.09,
2024-10-17,Soc Trang,0.79,0.79,
2024-10-18,Bac Lieu,0.95,0.95,
2024-10-18,Ben Tre,0.84,0.84,
2024-10-18,Ca Mau,1.14,1.14,
2024-10-18,Kien Giang,0.84,0.84,
2024-10-18,Soc Trang,0.98,0.98,
2024-10-19,Bac Lieu,1.12,1.12,
2024-10-19,Ben Tre,1.11,1.11,
2024-10-19,Ca Mau,1.03,1.03,
2024-10-19,Kien Giang,1.17,1.17,
2024-10-19,Soc Trang,1.15,1.15,
2024-10-20,Bac Lieu,1.15,1.15,
2024-10-20,Ben Tre,0.74,0.74,
2024-10-20,Ca Mau,1.21,1.21,
2024-10-20,Kien Giang,0.26,0.26,
2024-10-20,Soc Trang,1.21,1.21,
2024-10-21,Bac Lieu,1.46,1.46,
2024-10-21,Ben Tre,1.26,1.26,
2024-10-21,Ca Mau,0.96,0.96,
2024-10-21,Kien Giang,0.57,0.57,
2024-10-21,Soc Trang,1.05,1.05,
2024-10-22,Bac Lieu,1.29,1.29,
2024-10-22,Ben Tre,0.91,0.91,
2024-10-22,Ca Mau,0.92,0.92,
2024-10-22,Kien Giang,1.06,1.06,
2024-10-22,Soc Trang,1.0,1.0,
2024-10-23,Bac Lieu,0.74,0.74,
2024-10-23,Ben Tre,0.99,0.99,
2024-10-23,Ca Mau,1.32,1.32,
2024-10-23,Kien Giang,0.94,0.94,
2024-10-23,Soc Trang,0.67,0.67,
2024-10-24,Bac Lieu,1.09,1.09,
2024-10-24,Ben Tre,0.41,0.41,
2024-10-24,Ca Mau,1.18,1.18,
2024-10-24,Kien Giang,0.89,0.89,
2024-10-24,Soc Trang,0.64,0.64,
2024-10-25,Bac Lieu,1.13,1.13,
2024-10-25,Ben Tre,1.19,1.19,
2024-10-25,Ca Mau,1.0,1.0,
2024-10-25,Kien Giang,0.94,0.94,
2024-10-25,Soc Trang,0.87,0.87,
2024-10-26,Bac Lieu,0.48,0.48,
2024-10-26,Ben Tre,0.81,0.81,
2024-10-26,Ca Mau,1.59,1.59,
2024-10-26,Kien Giang,0.83,0.83,
2024-10-26,Soc Trang,1.25,1.25,
2024-10-27,Bac Lieu,1.5,1.5,
2024-10-27,Ben Tre,0.93,0.93,
2024-10-27,Ca Mau,1.04,1.04,
2024-10-27,Kien Giang,0.98,0.98,
2024-10-27,Soc Trang,1.02,1.02,
2024-10-28,Bac Lieu,0.88,0.88,
2024-10-28,Ben Tre,0.89,0.89,
2024-10-28,Ca Mau,0.82,0.82,
2024-10-28,Kien Giang,1.12,1.12,
2024-10-28,Soc Trang,1.1,1.1,
2024-10-29,Bac Lieu,0.86,0.86,
2024-10-29,Ben Tre,0.9,0.9,
2024-10-29,Ca Mau,1.44,1.44,
2024-10-29,Kien Giang,0.96,0.96,
2024-10-29,Soc Trang,0.92,0.92,
2024-10-30,Bac Lieu,0.49,0.49,
2024-10-30,Ben Tre,0.69,0.69,
2024-10-30,Ca Mau,1.17,1.17,
2024-10-30,Kien Giang,1.08,1.08,
2024-10-30,Soc Trang,0.82,0.82,
2024-10-31,Bac Lieu,1.22,1.22,
2024-10-31,Ben Tre,0.83,0.83,
2024-10-31,Ca Mau,1.4,1.4,
2024-10-31,Kien Giang,1.03,1.03,
2024-10-31,Soc Trang,1.25,1.25,
2024-11-01,Bac Lieu,0.76,0.76,
2024-11-01,Ben Tre,0.79,0.79,
2024-11-01,Ca Mau,1.8,1.8,
2024-11-01,Kien Giang,0.39,0.39,
2024-11-01,Soc Trang,1.01,1.01,
2024-11-02,Bac Lieu,1.08,1.08,
2024-11-02,Ben Tre,1.18,1.18,
2024-11-02,Ca Mau,1.51,1.51,
2024-11-02,Kien Giang,0.79,0.79,
2024-11-02,Soc Trang,1.17,1.17,
2024-11-03,Bac Lieu,1.5,1.5,
2024-11-03,Ben Tre,0.79,0.79,
2024-11-03,Ca Mau,1.12,1.12,
2024-11-03,Kien Giang,0.56,0.56,
2024-11-03,Soc Trang,0.68,0.68,
2024-11-04,Bac Lieu,1.39,1.39,
2024-11-04,Ben Tre,1.07,1.07,
2024-11-04,Ca Mau,0.88,0.88,
2024-11-04,Kien Giang,1.12,1.12,
2024-11-04,Soc Trang,0.82,0.82,
2024-11-05,Bac Lieu,1.13,1.13,
2024-11-05,Ben Tre,1.06,1.06,
2024-11-05,Ca Mau,0.86,0.86,
2024-11-05,Kien Giang,1.07,1.07,
2024-11-05,Soc Trang,0.81,0.81,
2024-11-06,Bac Lieu,1.37,1.37,
2024-11-06,Ben Tre,0.98,0.98,
2024-11-06,Ca Mau,0.98,0.98,
2024-11-06,Kien Giang,0.35,0.35,
2024-11-06,Soc Trang,0.75,0.75,
2024-11-07,Bac Lieu,0.97,0.97,
2024-11-07,Ben Tre,0.66,0.66,
2024-11-07,Ca Mau,0.89,0.89,
2024-11-07,Kien Giang,0.9,0.9,
2024-11-07,Soc Trang,1.31,1.31,
2024-11-08,Bac Lieu,0.64,0.64,
2024-11-08,Ben Tre,0.98,0.98,
2024-11-08,Ca Mau,0.74,0.74,
2024-11-08,Kien Giang,0.8,0.8,
2024-11-08,Soc Trang,1.29,1.29,
2024-11-09,Bac Lieu,1.35,1.35,
2024-11-09,Ben Tre,1.02,1.02,
2024-11-09,Ca Mau,1.57,1.57,
2024-11-09,Kien Giang,0.54,0.54,
2024-11-09,Soc Trang,1.07,1.07,
2024-11-10,Bac Lieu,1.36,1.36,
2024-11-10,Ben Tre,0.54,0.54,
2024-11-10,Ca Mau,1.08,1.08,
2024-11-10,Kien Giang,0.89,0.89,
2024-11-10,Soc Trang,1.59,1.59,
2024-11-11,Bac Lieu,0.74,0.74,
2024-11-11,Ben Tre,1.12,1.12,
2024-11-11,Ca Mau,1.1,1.1,
2024-11-11,Kien Giang,0.96,0.96,
2024-11-11,Soc Trang,1.31,1.31,
2024-11-12,Bac Lieu,1.05,1.05,
2024-11-12,Ben Tre,1.21,1.21,
2024-11-12,Ca Mau,1.47,1.47,
2024-11-12,Kien Giang,0.7,0.7,
2024-11-12,Soc Trang,0.74,0.74,
2024-11-13,Bac Lieu,0.91,0.91,
2024-11-13,Ben Tre,0.91,0.91,
2024-11-13,Ca Mau,0.73,0.73,
2024-11-13,Kien Giang,1.02,1.02,
2024-11-13,Soc Trang,1.33,1.33,
2024-11-14,Bac Lieu,1.02,1.02,
2024-11-14,Ben Tre,0.66,0.66,
2024-11-14,Ca Mau,1.06,1.06,
2024-11-14,Kien Giang,0.95,0.95,
2024-11-14,Soc Trang,0.81,0.81,
2024-11-15,Bac Lieu,1.28,1.28,
2024-11-15,Ben Tre,1.18,1.18,
2024-11-15,Ca Mau,1.18,1.18,
2024-11-15,Kien Giang,0.69,0.69,
2024-11-15,Soc Trang,1.14,1.14,
2024-11-16,Bac Lieu,1.16,1.16,
2024-11-16,Ben Tre,0.96,0.96,
2024-11-16,Ca Mau,1.28,1.28,
2024-11-16,Kien Giang,0.97,0.97,
2024-11-16,Soc Trang,0.66,0.66,
2024-11-17,Bac Lieu,0.92,0.92,
2024-11-17,Ben Tre,0.96,0.96,
2024-11-17,Ca Mau,1.27,1.27,
2024-11-17,Kien Giang,0.8,0.8,
2024-11-17,Soc Trang,0.82,0.82,
2024-11-18,Bac Lieu,1.25,1.25,
2024-11-18,Ben Tre,0.81,0.81,
2024-11-18,Ca Mau,1.03,1.03,
2024-11-18,Kien Giang,1.04,1.04,
2024-11-18,Soc Trang,0.87,0.87,
2024-11-19,Bac Lieu,1.4,1.4,
2024-11-19,Ben Tre,0.96,0.96,
2024-11-19,Ca Mau,1.4,1.4,
2024-11-19,Kien Giang,1.12,1.12,
2024-11-19,Soc Trang,1.2,1.2,
2024-11-20,Bac Lieu,1.52,1.52,
2024-11-20,Ben Tre,0.77,0.77,
2024-11-20,Ca Mau,1.39,1.39,
2024-11-20,Kien Giang,0.98,0.98,
2024-11-20,Soc Trang,1.0,1.0,
2024-11-21,Bac Lieu,1.94,1.94,
2024-11-21,Ben Tre,1.4,1.4,
2024-11-21,Ca Mau,1.75,1.75,
2024-11-21,Kien Giang,0.95,0.95,
2024-11-21,Soc Trang,1.26,1.26,
2024-11-22,Bac Lieu,1.87,1.87,
2024-11-22,Ben Tre,0.52,0.52,
2024-11-22,Ca Mau,1.67,1.67,
2024-11-22,Kien Giang,1.48,1.48,
2024-11-22,Soc Trang,1.14,1.14,
2024-11-23,Bac Lieu,1.53,1.53,
2024-11-23,Ben Tre,1.49,1.49,
2024-11-23,Ca Mau,1.44,1.44,
2024-11-23,Kien Giang,0.93,0.93,
2024-11-23,Soc Trang,1.26,1.26,
2024-11-24,Bac Lieu,1.61,1.61,
2024-11-24,Ben Tre,1.67,1.67,
2024-11-24,Ca Mau,2.36,2.36,
2024-11-24,Kien Giang,0.98,0.98,
2024-11-24,Soc Trang,1.84,1.84,
2024-11-25,Bac Lieu,1.61,1.61,
2024-11-25,Ben Tre,1.38,1.38,
2024-11-25,Ca Mau,2.11,2.11,
2024-11-25,Kien Giang,1.25,1.25,
2024-11-25,Soc Trang,1.45,1.45,
2024-11-26,Bac Lieu,1.76,1.76,
2024-11-26,Ben Tre,1.34,1.34,
2024-11-26,Ca Mau,2.04,2.04,
2024-11-26,Kien Giang,1.33,1.33,
2024-11-26,Soc Trang,1.78,1.78,
2024-11-27,Bac Lieu,1.8,1.8,
2024-11-27,Ben Tre,1.47,1.47,
2024-11-27,Ca Mau,1.71,1.71,
2024-11-27,Kien Giang,1.44,1.44,
2024-11-27,Soc Trang,2.0,2.0,
2024-11-28,Bac Lieu,1.81,1.81,
2024-11-28,Ben Tre,1.88,1.88,
2024-11-28,Ca Mau,2.06,2.06,
2024-11-28,Kien Giang,1.28,1.28,
2024-11-28,Soc Trang,1.75,1.75,
2024-11-29,Bac Lieu,2.12,2.12,
2024-11-29,Ben Tre,1.83,1.83,
2024-11-29,Ca Mau,2.11,2.11,
2024-11-29,Kien Giang,0.97,0.97,
2024-11-29,Soc Trang,1.61,1.61,
2024-11-30,Bac Lieu,2.28,2.28,
2024-11-30,Ben Tre,1.86,1.86,
2024-11-30,Ca Mau,1.98,1.98,
2024-11-30,Kien Giang,2.13,2.13,
2024-11-30,Soc Trang,1.94,1.94,
2024-12-01,Bac Lieu,2.13,2.13,
2024-12-01,Ben Tre,1.98,1.98,
2024-12-01,Ca Mau,2.33,2.33,
2024-12-01,Kien Giang,1.57,1.57,
2024-12-01,Soc Trang,2.08,2.08,
2024-12-02,Bac Lieu,2.12,2.12,
2024-12-02,Ben Tre,1.08,1.08,
2024-12-02,Ca Mau,2.56,2.56,
2024-12-02,Kien Giang,1.83,1.83,
2024-12-02,Soc Trang,2.13,2.13,
2024-12-03,Bac Lieu,2.94,2.94,
2024-12-03,Ben Tre,1.88,1.88,
2024-12-03,Ca Mau,2.5,2.5,
2024-12-03,Kien Giang,1.74,1.74,
2024-12-03,Soc Trang,2.24,2.24,
2024-12-04,Bac Lieu,2.4,2.4,
2024-12-04,Ben Tre,2.1,2.1,
2024-12-04,Ca Mau,2.48,2.48,
2024-12-04,Kien Giang,1.76,1.76,
2024-12-04,Soc Trang,2.17,2.17,
2024-12-05,Bac Lieu,2.81,2.81,
2024-12-05,Ben Tre,2.19,2.19,
2024-12-05,Ca Mau,2.97,2.97,
2024-12-05,Kien Giang,2.14,2.14,
2024-12-05,Soc Trang,2.26,2.26,
2024-12-06,Bac Lieu,2.84,2.84,
2024-12-06,Ben Tre,2.22,2.22,
2024-12-06,Ca Mau,2.82,2.82,
2024-12-06,Kien Giang,2.26,2.26,
2024-12-06,Soc Trang,2.67,2.67,
2024-12-07,Bac Lieu,2.56,2.56,
2024-12-07,Ben Tre,2.57,2.57,
2024-12-07,Ca Mau,2.62,2.62,
2024-12-07,Kien Giang,1.83,1.83,
2024-12-07,Soc Trang,2.19,2.19,
2024-12-08,Bac Lieu,3.04,3.04,
2024-12-08,Ben Tre,2.68,2.68,
2024-12-08,Ca Mau,2.88,2.88,
2024-12-08,Kien Giang,2.09,2.09,
2024-12-08,Soc Trang,2.35,2.35,
2024-12-09,Bac Lieu,3.06,3.06,
2024-12-09,Ben Tre,2.4,2.4,
2024-12-09,Ca Mau,2.65,2.65,
2024-12-09,Kien Giang,1.35,1.35,
2024-12-09,Soc Trang,2.58,2.58,
2024-12-10,Bac Lieu,3.19,3.19,
2024-12-10,Ben Tre,2.54,2.54,
2024-12-10,Ca Mau,3.54,3.54,
2024-12-10,Kien Giang,2.22,2.22,
2024-12-10,Soc Trang,2.88,2.88,
2024-12-11,Bac Lieu,3.3,3.3,
2024-12-11,Ben Tre,2.63,2.63,
2024-12-11,Ca Mau,3.15,3.15,
2024-12-11,Kien Giang,2.49,2.49,
2024-12-11,Soc Trang,2.46,2.46,
2024-12-12,Bac Lieu,2.95,2.95,
2024-12-12,Ben Tre,2.13,2.13,
2024-12-12,Ca Mau,3.06,3.06,
2024-12-12,Kien Giang,2.23,2.23,
2024-12-12,Soc Trang,2.79,2.79,
2024-12-13,Bac Lieu,2.71,2.71,
2024-12-13,Ben Tre,2.49,2.49,
2024-12-13,Ca Mau,3.42,3.42,
2024-12-13,Kien Giang,1.96,1.96,
2024-12-13,Soc Trang,2.63,2.63,
2024-12-14,Bac Lieu,3.48,3.48,
2024-12-14,Ben Tre,2.55,2.55,
2024-12-14,Ca Mau,3.49,3.49,
2024-12-14,Kien Giang,2.59,2.59,
2024-12-14,Soc Trang,2.88,2.88,
2024-12-15,Bac Lieu,3.18,3.18,
2024-12-15,Ben Tre,2.5,2.5,
2024-12-15,Ca Mau,3.99,3.99,
2024-12-15,Kien Giang,2.62,2.62,
2024-12-15,Soc Trang,2.59,2.59,
2024-12-16,Bac Lieu,3.27,3.27,
2024-12-16,Ben Tre,2.75,2.75,
2024-12-16,Ca Mau,3.08,3.08,
2024-12-16,Kien Giang,2.43,2.43,
2024-12-16,Soc Trang,2.9,2.9,
2024-12-17,Bac Lieu,3.6,3.6,
2024-12-17,Ben Tre,2.76,2.76,
2024-12-17,Ca Mau,3.52,3.52,
2024-12-17,Kien Giang,2.09,2.09,
2024-12-17,Soc Trang,3.02,3.02,
2024-12-18,Bac Lieu,3.1,3.1,
2024-12-18,Ben Tre,3.29,3.29,
2024-12-18,Ca Mau,3.82,3.82,
2024-12-18,Kien Giang,2.35,2.35,
2024-12-18,Soc Trang,3.31,3.31,
2024-12-19,Bac Lieu,3.47,3.47,
2024-12-19,Ben Tre,3.64,3.64,
2024-12-19,Ca Mau,3.65,3.65,
2024-12-19,Kien Giang,3.08,3.08,
2024-12-19,Soc Trang,3.23,3.23,
2024-12-20,Bac Lieu,3.61,3.61,
2024-12-20,Ben Tre,3.12,3.12,
2024-12-20,Ca Mau,3.62,3.62,
2024-12-20,Kien Giang,3.0,3.0,
2024-12-20,Soc Trang,3.29,3.29,
2024-12-21,Bac Lieu,3.94,3.94,
2024-12-21,Ben Tre,2.96,2.96,
2024-12-21,Ca Mau,3.9,3.9,
2024-12-21,Kien Giang,3.05,3.05,
2024-12-21,Soc Trang,3.05,3.05,
2024-12-22,Bac Lieu,3.55,3.55,
2024-12-22,Ben Tre,3.32,3.32,
2024-12-22,Ca Mau,4.46,4.46,
2024-12-22,Kien Giang,2.91,2.91,
2024-12-22,Soc Trang,3.0,3.0,
2024-12-23,Bac Lieu,3.95,3.95,
2024-12-23,Ben Tre,3.32,3.32,
2024-12-23,Ca Mau,4.4,4.4,
2024-12-23,Kien Giang,2.64,2.64,
2024-12-23,Soc Trang,3.47,3.47,
2024-12-24,Bac Lieu,3.34,3.34,
2024-12-24,Ben Tre,3.07,3.07,
2024-12-24,Ca Mau,4.67,4.67,
2024-12-24,Kien Giang,2.91,2.91,
2024-12-24,Soc Trang,3.23,3.23,
2024-12-25,Bac Lieu,3.62,3.62,
2024-12-25,Ben Tre,3.48,3.48,
2024-12-25,Ca Mau,4.49,4.49,
2024-12-25,Kien Giang,2.99,2.99,
2024-12-25,Soc Trang,3.19,3.19,
2024-12-26,Bac Lieu,4.34,4.34,
